,CAGR01 Calcite.,F1CC06B Magnesite.,HS433 Halite.,LAZE03 Prehnite.,bkr1jb329c Siliceous-sinter.,GDS26 Epidote.,GDS1 Analcime.,NBPP22 Clinopyroxene.,LAPP47B Orthopyroxene.,LAPO05 Fayalite.,LASC02 Forsterite.,GDS27 Hematite.,NCLS04 Plagioclase.,LACL14 Chlorite.,LAKA04 Kaolinite.,LAIL02 Illite.,GDS106 Margarite.,c1cy29 Vermiculite.,LALZ01 Serpentine.,LAMO02 Montmorillonite.,NCJB26 Nontronite.,LASA58 Saponite.,GDS23 Talc.,F1CC08B Alunite.,GDS145 Bassanite.,LASF41A Gypsum.,LASF21A Jarosite.,F1CC15 Kieserite.,799F366 Mg-sulphate.
1655.33520858,0.8967273389275554,0.820669101319321,0.9057975992177242,0.7359820734370008,0.47008584787346924,0.49383268716682077,0.8743552250124205,0.4283901704741502,0.27144203522887617,0.3739774028207031,0.6919331878888763,0.8319768183874698,0.3310479436064514,0.4475014922514431,0.9300737053429938,0.6264690834442675,0.5598841693549879,0.7138725574397058,0.525841605507062,0.6351126299790895,0.5154185069478706,0.8546157698735074,0.6646252101537811,0.7567835479819385,0.8481681929426655,0.8729348679921205,0.8736069718364722,0.41167229866962607,0.8265748357934848
1662.47344048,0.8956337247640542,0.8085880331378962,0.8879752617746361,0.7364306763249729,0.4585196830993912,0.5037853192188876,0.8667373553683462,0.426193054926496,0.26306384637322144,0.38197765289571795,0.6833711563209716,0.8256493684861748,0.3385661416670025,0.448695387190557,0.9248113038983767,0.6305228637827841,0.5551663995498454,0.706206281506982,0.5287163124042022,0.6417377249796394,0.5188530687637392,0.8385766723049187,0.6703644617917695,0.7686511779611668,0.8468504248454694,0.8670251407908383,0.8881272600357341,0.4186943275846754,0.8324895913475175
1670.05561049,0.8998845407322652,0.8456882243748879,0.9347870295775587,0.7434355396865265,0.4712123023244845,0.49931767501870367,0.8537726061818155,0.43838085412796346,0.2608454591304858,0.37649234744113164,0.7020632770034902,0.825291218701971,0.33979487191160473,0.4599499166647269,0.9250334978010021,0.6463047720726501,0.570802814070868,0.6977445548648461,0.5221272074565529,0.6380498253590839,0.522436202920722,0.8455003454547005,0.6686599733837836,0.7532794596142306,0.8453425845872358,0.8749183020935682,0.9041974592045618,0.4085837961807339,0.8622265816823961
1678.16902352,0.9116726848107973,0.8156079152052885,0.913537798975038,0.7360373724675875,0.46029625486233305,0.5147985455133062,0.8681789417133768,0.4361943026316281,0.2530252932557313,0.37893566708753984,0.7334130666120274,0.8112638357149562,0.33099379644624105,0.44178174771762346,0.9474459964603212,0.6417541522544972,0.5541299243495682,0.6785109856538923,0.5249199284190444,0.6569279353409468,0.5283432497780505,0.8359398331236726,0.6788552470412278,0.7523121606865006,0.8273681162869685,0.8701575409780232,0.8570115254793534,0.40536739203663325,0.8390878172340569
1686.55255666,0.8949929858807323,0.8045423806552051,0.9102485198114265,0.7437479827172447,0.46666034636660664,0.4987499234537218,0.8832358119595025,0.44907257425068403,0.25857897822118137,0.386044817495626,0.7136327009321033,0.8262185504552158,0.33169703412057383,0.4444053013943004,0.9175732481921557,0.6402448371738483,0.5735573417823794,0.7211585998561532,0.5263385087395516,0.6446270268682117,0.529239521065768,0.849471159467219,0.6647229044630765,0.7537735487606783,0.8379598591460982,0.8527898245103039,0.8728626341917283,0.4167033994152923,0.8087462086580388
1694.9652068,0.9051632616253988,0.8239788332852177,0.9233217250803586,0.7335789186633015,0.47227777992191994,0.5072692724870722,0.8558267467948756,0.4320041056603215,0.2406284114965582,0.39017416751209927,0.7001659168627324,0.8194992066406683,0.3230856589708376,0.43640585632350615,0.923401860018197,0.6051119435377263,0.5789475283074911,0.7001001162453676,0.531535946386043,0.6377416302538986,0.5169519402073453,0.876397228536919,0.6545078440757898,0.7521877834216847,0.8002859483955267,0.8847352269824492,0.8570369091876048,0.4066047699052815,0.8389681285133499
1703.40698655,0.8807214831634235,0.8145715521602273,0.8837822999745634,0.7525578511130991,0.4613061753161672,0.5199878828704892,0.8403116717720169,0.4141642610044259,0.23345668981563958,0.3773243320638561,0.7001469054077895,0.853915595368948,0.32153826369570887,0.4530347962415517,0.9366296415243716,0.6328935512983612,0.5721293372924948,0.7106588467593581,0.5404673477481183,0.6426066570090466,0.5197831417619344,0.8175048460859728,0.6852845249671379,0.730674650482763,0.8292030067655989,0.8305843408761823,0.8997318551996646,0.4161123402119581,0.7985417359719246
1711.87790799,0.8836227201895027,0.825031250113756,0.8984983552207878,0.7140866058627221,0.4635883272377159,0.5362930014696786,0.8484437468106452,0.41066840572905017,0.23263854487733593,0.3897432619004419,0.6945348763448649,0.8297265023923824,0.3361915698777348,0.46417786503543046,0.9437011252102055,0.6284485417970176,0.563738974729826,0.7058591622504611,0.5219665574418508,0.6570929641135737,0.5192957061267368,0.8373227697810569,0.6694999756984119,0.7211474494978861,0.8358728198739848,0.7825960516798548,0.8795643024660902,0.40931280274921944,0.8104776801548719
1720.37798277,0.8951730677578962,0.7829162207441467,0.9071625500439108,0.7233917834818182,0.45866425823839163,0.5260437997950964,0.8630837270346369,0.4329771898415317,0.23147695039184094,0.4081969974086829,0.7257937812589758,0.8293664657385791,0.34542458814161064,0.46878826219475395,0.9270896620137004,0.6540739977237041,0.5686625314035731,0.6849515353799854,0.5376323809351298,0.6219744453982482,0.5054343752306766,0.837502328623258,0.6861003727723213,0.6929894645143782,0.8147017399696908,0.7867782810680791,0.8682877361651964,0.4173589373603523,0.8152959459861924
1728.90722205,0.8775835485659103,0.8165344537612077,0.880947838575309,0.7176029297666772,0.46420883400427715,0.5308686601939729,0.7936790241761134,0.4291029080632001,0.22249717267443708,0.3999410189509434,0.7341708554303509,0.8389230744150062,0.34561467397127993,0.4634759080919349,0.8677773068464073,0.64931989868173,0.5758320363142813,0.7118653195220356,0.5379753611670772,0.6308320606295602,0.5122341113694379,0.8248944725295525,0.6771640878030717,0.6836972714688279,0.7564396537713984,0.7988490693939669,0.8832299193867404,0.4073950252084362,0.8431341023977869
1737.46563653,0.9112230216916405,0.8236303020285166,0.9344847417525395,0.723258966415965,0.4406852001835268,0.5301843785341037,0.8071346861219136,0.42203362031085845,0.21990397658450014,0.40251022131191283,0.7255558063641206,0.8416754870970823,0.32501523275078414,0.45561932783078385,0.9262987996539047,0.6432527963411254,0.5700644210612251,0.6996074057383271,0.53213244590775,0.6295999212993952,0.5297049033233681,0.8513625140039417,0.7001672378918633,0.6506861994263535,0.7600588781206608,0.7760995680117256,0.8445800882681747,0.42525412091233583,0.8011509746236752
1746.04891596,0.9041843744917576,0.7822636933064245,0.909862167373713,0.7185616319332755,0.44831248791182116,0.5483491245106256,0.7833067415006513,0.438443079283938,0.2128209684549987,0.4119796159344497,0.713507378517008,0.8021730802893702,0.33542990993260124,0.46909221781472643,0.9120639548175878,0.6517167839965304,0.596683355049855,0.6897892025565584,0.5410173513076966,0.6239740591871727,0.5277126527162969,0.841068226031259,0.6677358494618071,0.63160267048006,0.7601379416831575,0.7379456454546164,0.8478668510102804,0.4255417374091241,0.7984231636484365
1754.65358123,0.9000018287550265,0.8170583456909598,0.9038412093046672,0.7410838750973724,0.4521835725768581,0.564615900315585,0.7749478147444326,0.4073528002556188,0.21124411345626246,0.4143451259522628,0.7312504353397123,0.8249778240090051,0.32798541694901284,0.46514816129901604,0.8969502699793345,0.6335239167820518,0.5589696746237733,0.7077215269093143,0.5298988363094845,0.619043347077688,0.5061780580446825,0.833262584409358,0.6836843129717728,0.6126747234564465,0.7600056894244285,0.7292024680306929,0.8737604377172945,0.4165482373464234,0.8097361672099072
1763.27958128,0.9004387001602229,0.837607365230299,0.9138588878583183,0.7232857893296164,0.4553448315250248,0.5623325951139125,0.748421250489746,0.419106825570081,0.21328698504006785,0.4272023316020282,0.7184375308265936,0.8148702266283139,0.3349172374881225,0.4448180304201293,0.9137029956773162,0.6523458402185254,0.5586795771339372,0.6933599435814268,0.52966078630959,0.6387732877037403,0.5282254143225437,0.8044324460920321,0.6831321896544439,0.6136596247494883,0.7425788357887866,0.7604758883580478,0.8906916683305357,0.4525462258941502,0.7990298481451173
1771.92686491,0.9328526320627405,0.8066227473396322,0.8930574862805473,0.7329110515340082,0.44219236035180776,0.5663092833353705,0.7093412251343573,0.4178537535613741,0.2126792900388998,0.41958476850029586,0.7499203535850725,0.8282442396298842,0.3314208185003882,0.4522570897946452,0.9324349098623236,0.6461509261689355,0.5589759070082863,0.6922458204114594,0.5260846308477924,0.6232340545656944,0.5456407811538555,0.8018117660022761,0.6610567038276213,0.6331226737055092,0.7318387090183972,0.7881861082011109,0.8601624942081831,0.43687644930336295,0.8293253948028603
1780.59538078,0.8839024460090757,0.8197804565848469,0.907309104774085,0.7248219354494957,0.43823401205109186,0.5598862858574722,0.6714495486681612,0.41433882411917844,0.20752129149393195,0.4117502996017656,0.7251586256145017,0.8212123021157663,0.334805363581813,0.48099143383512766,0.8844149019350024,0.6219590321037067,0.5638680615881265,0.7003082078452579,0.5246501605733674,0.6368462903887119,0.5323595231631156,0.8069989567637545,0.6656581019202098,0.6799634972002462,0.7486363641912626,0.7769296324064863,0.8693853044393469,0.457347836448828,0.7890601961720806
1789.28507741,0.8482084992864235,0.8154184566956448,0.9756180875030271,0.7209201063455616,0.43675699800776896,0.5601040004705622,0.7013624293576889,0.41823243874670313,0.20738306203937354,0.4181530290338044,0.718618589215098,0.8339617978674368,0.3293635130348862,0.4697129329521416,0.9359313214418219,0.6522283487042503,0.5433899488518645,0.6981768516315201,0.5253597038469399,0.6207734773028913,0.5110398072477523,0.7946293829315679,0.6454457498879712,0.6630781424130421,0.7611094998359863,0.7625819851654835,0.840667671464875,0.45460579784222116,0.7862371641655981
1797.9959032,0.8955321097484495,0.7883085773946292,0.918520138340677,0.7347904203965799,0.4368079038982295,0.5789534518108536,0.6715732776146492,0.4214053803021297,0.20019378246844935,0.4266138281490347,0.7253165424102088,0.8116744561499302,0.3269269262783045,0.4524534422176728,0.920923729882583,0.6591659597513038,0.5628991681801989,0.6985855811001851,0.5054793022210171,0.6079502590199289,0.523883156744972,0.7717998578855039,0.6414521450354034,0.6632762090115587,0.7427021014718147,0.7939693160046861,0.8920766817453135,0.4403040539412945,0.7975024115132596
1806.7210252,0.8899385366192826,0.7997815966794692,0.9409711700039421,0.7103236839823005,0.42631403280719127,0.5700668133398241,0.6711671288544722,0.41813562843580365,0.20161025127265617,0.4299350973812064,0.7422801281999549,0.8182361913604622,0.34037486206793344,0.4766973392709614,0.9179576068022957,0.6679410245892277,0.5616980134858324,0.7110869501447672,0.5352680194043733,0.642058621248931,0.49064189264828895,0.7946860524181352,0.6637838938742013,0.7205702392045183,0.7649312637691602,0.7781185089492397,0.8691264084898933,0.4410234122863449,0.7945917467783334
1815.45600983,0.8799018884514122,0.7672054192691159,0.897425820599155,0.7129981294748023,0.41952653179291277,0.5657308464904574,0.7125907271648692,0.41977626225121545,0.19889774892419204,0.4131019132723497,0.7154165638480219,0.8165320313183483,0.32906698792815664,0.48005513422714824,0.8795094600496531,0.6592673786987926,0.5703269611945067,0.6785659792670474,0.5237104310356954,0.6495629008900532,0.49652314265748704,0.7370197167602237,0.6707051710014305,0.7026774763515822,0.7101918130695754,0.7552638014797555,0.8710843672929754,0.4434177277205734,0.8382465015724827
1824.20079533,0.8694046366633182,0.7854279304440787,0.8882714512088986,0.7016584575485466,0.4211239862494662,0.5768396601585267,0.6872266724774792,0.4093617291106391,0.19553387177603201,0.43031809287453243,0.7493435180581346,0.8479778149402262,0.3304999291479358,0.46370383608071025,0.8900405225903361,0.6677697084976534,0.5738331416195134,0.6896985588311294,0.5089951756675113,0.6247878683193064,0.4881583198969929,0.7890105961173461,0.665290430780007,0.6992090398648585,0.7396180482930221,0.8058878532544747,0.8665016424391595,0.4291211728389699,0.8174308271692902
1832.95532041,0.8794707708246011,0.7961717874319886,0.9114356200842526,0.7171872418502551,0.426130552861743,0.5620007238713309,0.7308642013432639,0.39743546361974463,0.18274656599910816,0.44302054362213145,0.7335686118693837,0.8324393691428977,0.33203054722757097,0.47616469766176894,0.8855650404787921,0.6253899189920306,0.5500227213533069,0.6685628352181002,0.5397195150047401,0.6267051715250379,0.4980147268190365,0.7933240880297474,0.6589825994256177,0.7137949748685826,0.7470297044772509,0.8033202343185049,0.8118155061789337,0.44031460023459956,0.7976416145339226
1841.71952428,0.8912946773848769,0.8016136682441133,0.8743299027642604,0.7270135032729812,0.4100557980336761,0.5587652547811429,0.7096966135516766,0.4114505041791083,0.19228002446426012,0.4243616881584895,0.7409875519929868,0.8312385768487123,0.3232632163338689,0.4253455849746254,0.8921292224893586,0.6467345235797757,0.5785983625325583,0.6827176961429762,0.5137873397066974,0.6410723950533419,0.5112057170842085,0.757862388613733,0.6656641988870424,0.6860745562343742,0.7359268153727675,0.8114804629940091,0.7904467712522479,0.4472926935103386,0.7673846916064063
1850.49334662,0.8748290883802525,0.7844545447018799,0.8514476313307585,0.7483106648637101,0.41649599428140777,0.5925096031495977,0.6982974891477687,0.4120315477758365,0.19676206068554666,0.4274532959016271,0.7381370496567707,0.8161441862450092,0.3299337545658343,0.47961476056420166,0.8889371232854091,0.650021099619123,0.5904997267330793,0.6909025103826659,0.5362434513625572,0.617130173704218,0.5016742689126854,0.7526078321634938,0.6398617148265104,0.7073610237669457,0.7387007318936978,0.7973828539948404,0.7484570089373388,0.45511930654023647,0.801148892628035
1859.27672761,0.9383418945521695,0.7956163059314346,0.9184122276421299,0.7108778491747901,0.4092892244621783,0.5877881520209269,0.6774995706950158,0.3972779714458065,0.18814345723835205,0.41824658996846975,0.7837914045295986,0.8105115765560604,0.32789288627435503,0.482044520411232,0.8810718338527989,0.6462348149664874,0.5615289130454487,0.6648512643770387,0.5136848802631376,0.6190898844567541,0.5175784794111729,0.7135757253963488,0.6415238242896396,0.6962472987451525,0.734062046703627,0.7658854833942506,0.7839302420512824,0.4205793971272853,0.7556245666804935
1868.06353858,0.8604518155384077,0.755959714052847,0.9147416185389465,0.7542045186134472,0.37252775971396845,0.5750945799622764,0.6121980938263629,0.38462096844720334,0.20128209771752503,0.4173515416065752,0.7390335049837136,0.8237673970285567,0.3286108273287701,0.4545135473987128,0.8789434065178542,0.6483869823849816,0.5868976906790213,0.6633826766950952,0.5346011707473824,0.5986005726187859,0.4770564715613744,0.6618090740064569,0.652936401265887,0.6921631878574519,0.7017403716300606,0.7568229921632562,0.8199620093203265,0.42431944824920625,0.7313024446001077
1876.84916726,0.8620459987355891,0.7693123938189566,0.9177457193707781,0.7186315567735531,0.3493294187403054,0.5769420173708821,0.5630816403980047,0.40333482652150643,0.19687735615975832,0.4302192851259756,0.7598584425578477,0.8195490270737711,0.33380708434786627,0.471234437281272,0.8695577754602221,0.6352115100378071,0.5658844839469033,0.680459641953091,0.5440704547285226,0.584131776748169,0.4918054029045433,0.6548387813905318,0.6399327065861583,0.6869429742107619,0.6503918289801841,0.6936064454423196,0.8466039800369768,0.3814219570380574,0.7668402983562331
1885.63362519,0.8263413056385266,0.7612002966448621,0.8953926640579118,0.7272035415443334,0.3105633438551132,0.6007050881158315,0.5312415614658919,0.3976855963201454,0.20118092468967852,0.4397957668559357,0.7927305879076917,0.7958571418865247,0.3162324495040825,0.46357949154419414,0.8708549447485667,0.6512447215301255,0.591987219765252,0.6276726456509978,0.49070321527632654,0.5334973151430924,0.47647108522026765,0.5537220179704666,0.6172978868400805,0.6688626434345559,0.5948665411722799,0.6453185252127153,0.8424573050938478,0.36422072435401903,0.7243363359033465
1894.41692373,0.8869224823824404,0.7852206670035933,0.9380235529637561,0.7203398948043757,0.27752523993217515,0.6433518636749247,0.4632016985365083,0.3916036013121853,0.20334435685395513,0.4276129016425312,0.7524551476466169,0.8184296077004836,0.33743210712116617,0.46718680025293235,0.81729115358314,0.6127679224087282,0.5780165232358462,0.5755715193656527,0.5031297571970138,0.4897889544571553,0.45425519983552426,0.527209210609153,0.6278053236908491,0.6549510040899794,0.5763990687186952,0.5980271153847382,0.84027004069468,0.338920384248943,0.7029157417836742
1903.19907409,0.833049755812061,0.729292353735089,0.8840287041699173,0.7254631385639225,0.25495462692101967,0.6047557825167991,0.3889972405502085,0.3977220492370913,0.18421851662467592,0.44439513668457997,0.7817078968616477,0.8218590084235328,0.32880031615662336,0.46334202157968435,0.856808057175848,0.62188411555785,0.5362514289653261,0.5644852780529718,0.5125716179294151,0.46086048962918985,0.43069514823064176,0.4447909351032255,0.5735588140779885,0.6459219674089333,0.48044852416591155,0.5724594795474446,0.8664917044910692,0.31894324689785836,0.6523840917799872
1911.98008732,0.8676384112479693,0.7088714125456433,0.8686455874689742,0.7477216526458391,0.25201591097821857,0.6094336807391395,0.34389140652056766,0.40517352222967273,0.20189141294201177,0.44260973577304114,0.7471222386037095,0.7580433894649592,0.33815558132102574,0.4514563713895166,0.8761203389018056,0.6157278502470764,0.5590021913821337,0.5400664908703895,0.49739092467992463,0.43289595718620527,0.43253650821535417,0.4366557411277407,0.580654653878747,0.6342096653994636,0.45252743953293884,0.5452371938517075,0.8512209190093137,0.2940156226493867,0.6200066097431985
1920.75997429,0.873346439877745,0.7055563669615509,0.8052691792708268,0.7389291563567219,0.2532889760331227,0.6425320933723258,0.36199417818202917,0.3729135462306282,0.20002048000188596,0.4276878449791975,0.7619437948653239,0.8021387701406678,0.33581573308900137,0.49307151337111804,0.8577850210611627,0.6176696540449594,0.5737529898217759,0.5340801411022149,0.49400804847304264,0.4552287186466348,0.4197405630373339,0.4479875105442805,0.5849882922665147,0.5970898115525078,0.4066390074051299,0.49874408307854606,0.8238304913068559,0.27681420055665057,0.5609048952997622
1929.54914243,0.8617042363251437,0.6760626024772851,0.8746582362716598,0.6907247753830376,0.25331035898451054,0.6144027933930762,0.40011426523424426,0.41571851108638985,0.20768147113447583,0.4413449451241583,0.7333376385548933,0.7906642515881909,0.34339980641422063,0.4642046025386352,0.8091201915239993,0.6016015705778139,0.5564919342157897,0.5406757911504557,0.5016237660287323,0.5053011631307657,0.4461986444770115,0.47383128889398535,0.60586078369635,0.5801562500603507,0.39557535554388334,0.42791180461846334,0.8311891677060188,0.25989005690520267,0.5327929238811752
1938.35679058,0.9242630107935003,0.6901879080006773,0.8962664826738314,0.7017597726528002,0.24783357005486303,0.5852685982704019,0.43334884512643085,0.376376747218326,0.20916971827589945,0.430909293156605,0.721125280649071,0.8009097677022745,0.33143849753999993,0.4695200093003054,0.8579592761041459,0.648014398219738,0.5536527023049836,0.5373800210841422,0.4770117640777148,0.5224552853237551,0.45627042921296784,0.478228703424407,0.5940978292980894,0.5958615524635794,0.4336141930750955,0.405498121505645,0.8381828975882087,0.2441386135773284,0.5510630461992129
1947.18286652,0.906525895129434,0.6715827106009765,0.8736512650054012,0.7219148396712934,0.2653485930545397,0.5771536698093711,0.5048523758558495,0.3981210175843424,0.20173841532810527,0.43429985078362604,0.7219483044350398,0.8217369803870244,0.32130853409580523,0.4515018735171325,0.8972692379047249,0.620236996194433,0.5762830779597653,0.5386013386717696,0.46721244948351487,0.51814065166657,0.46238118802136585,0.4956699549866241,0.5701688913545,0.5611375759050228,0.4531567819457361,0.39323088567262376,0.7984205102535468,0.2338539543733165,0.5271468830497847
1956.02731804,0.9185634792775036,0.6301895630766454,0.9090707403601643,0.684867293488709,0.26576382800071313,0.6418094683550895,0.493168652769803,0.36813675387052874,0.20103579224741291,0.4503713173111721,0.7460628931534692,0.7655970236749136,0.3449369754867409,0.4488409841191664,0.8268487499104814,0.5945260301048121,0.5369691669429725,0.5669071295712425,0.4752883215782245,0.49951776229269645,0.4661484034134771,0.5369221610306854,0.6082225062165874,0.5846576057756585,0.4781748685257214,0.40775861461829416,0.7438938184743832,0.23229460864582324,0.536043410884664
1964.89009294,0.845397393881113,0.6692503496048348,0.949917461157531,0.7249771176083724,0.2665599783235699,0.6400397411346203,0.5767243005384646,0.36659334717081515,0.20383236806918287,0.4739271901802912,0.7553767053020074,0.7450070900764795,0.347583187740925,0.4735628364728122,0.8590089525614737,0.6502734310179743,0.5505933258245047,0.5325531072871005,0.5127647409443463,0.5485487673743692,0.46435944526877587,0.4982304718488692,0.6228050787212532,0.5982689500521817,0.5032801410566143,0.4242362917279594,0.851921553018965,0.20644346822890877,0.5512197052711345
1973.77113898,0.9092110329111591,0.6599795592530068,0.868352042582785,0.7135099700474107,0.2876670426914608,0.6527402741475021,0.6063398382927493,0.3658294191347135,0.21688621936424576,0.41224826696263206,0.7180889755848482,0.8268122442842651,0.32922078229655294,0.474293303671661,0.9057968145192558,0.6340221572944751,0.5550996564198749,0.5488907780185096,0.47432089297773866,0.5331290712088826,0.48015069989481063,0.5287559434328077,0.6136075731742967,0.5864935677806006,0.5350836073509365,0.42478667782752616,0.7986663150001158,0.21190873058389378,0.5735515101278432
1982.67040395,0.8882584488791898,0.6278015092275,0.9123088161016321,0.6914571926819684,0.2914383596711265,0.63907951129491,0.6501869336048114,0.342221316648207,0.21265447258588863,0.42920996119391525,0.7128907861400806,0.7694960923958257,0.3265610564460793,0.47923294601772004,0.8680828037611553,0.6349781839255585,0.5408220864331774,0.5458420445197195,0.4618520000900074,0.5178328965009572,0.4874715339070849,0.5409437800695314,0.6099981148820756,0.5486490867490111,0.565929219034293,0.4617705745431068,0.8530112101874158,0.1924981526870033,0.5789066712333487
1991.57932378,0.8974885942040547,0.6626513930492686,0.8253198948498792,0.7260517456787055,0.31547236841330245,0.6266435779575904,0.6279239500338221,0.36712012577502784,0.21618334971183728,0.4533811609634928,0.6967093395925281,0.7783046223750923,0.34269705189782096,0.48442984689024027,0.8874382879588619,0.6378092190341403,0.5455354416824901,0.5819147481622319,0.5099275010672472,0.560967740556008,0.48642764078175893,0.572633783415702,0.5539307785680238,0.5425424646799968,0.5829389564987913,0.4766839634851977,0.8463386139985494,0.20902712199131776,0.5684500759996692
2000.48893957,0.9141075002882015,0.7096629777812494,0.922945488011517,0.7498891786520655,0.3117074888518476,0.6402656299424276,0.6735416990562204,0.3466241473079432,0.2224000793654773,0.42998854419217813,0.8234034701435868,0.8077576495057418,0.32924458330979745,0.4614908793359848,0.7964070242265289,0.654911006200961,0.5656253578603577,0.614577983869,0.4788632283338549,0.5798020311322252,0.49146367024870735,0.5938927117625525,0.5685865464153719,0.5576906449075599,0.6269166529488627,0.5101611354607297,0.8195717590513817,0.20141943339988594,0.5938221653366631
2009.39924527,0.8313587960964676,0.6821561974590393,0.8882053257064364,0.6821591908766145,0.3071583430069606,0.6539273967406156,0.7626005097912513,0.36561786293379206,0.23811296592494602,0.4252523471434482,0.7543858905018929,0.7722246396808552,0.35022913023749364,0.4565067716325228,0.8490322655914195,0.6444044033695733,0.56013021079878,0.5515478384698732,0.48060456956309355,0.5911908341697356,0.46802638850805456,0.6015477146817169,0.6077028509155549,0.5282885110267975,0.6214420218732747,0.6324955925474872,0.9031827528723664,0.20423091900461882,0.5500857096970156
2018.31023493,0.8564631215938343,0.6838805493142093,0.8787907143261283,0.7762707121223207,0.34492700545787625,0.6239930538281229,0.7158011750126085,0.3607547035737669,0.22993028102926039,0.47157819808610646,0.6707033248586675,0.739740345052833,0.3536422179238032,0.4871998110654372,0.8541126477285749,0.6243265434873293,0.5278407418503195,0.6188314865693605,0.46009965985909235,0.5632348342958808,0.4964303606462866,0.6319421982423966,0.5938680787285642,0.5256458894506235,0.6926858056788165,0.6430975114982806,0.8483344236762617,0.21009473958742308,0.6546630583056611
2027.22190266,0.9078160892491526,0.6260404080009814,0.8847132494862437,0.7271398325320776,0.3424049534713876,0.6683161957240279,0.7025136202301504,0.35891320086327777,0.25603220403908966,0.4345982438339251,0.750756037787985,0.8058804713715473,0.3359528618639885,0.45945339654874945,0.8565446114910119,0.6124923853525643,0.5268636911210787,0.5877060166957931,0.5072849944514519,0.5651947206123488,0.502152566470121,0.6618054423015701,0.6141151256360999,0.5428205932490806,0.669955538896496,0.6485135878728518,0.8054242002986666,0.19434743061719925,0.6004866670532238
2036.13424266,0.7854123755586643,0.6771362154547571,0.887987110742088,0.7170321117103283,0.32707255011238223,0.6231250488798477,0.7182237663309059,0.3319472573055276,0.24329135084222506,0.44924642515177815,0.7468950024622141,0.7815338750027839,0.3469392752279573,0.49114141779996057,0.8595642458303936,0.6620343072072079,0.5389219058054268,0.5903812858230076,0.5088392359647833,0.5529380625563811,0.49509299500842663,0.6671541646000765,0.5731142318883381,0.5030509454010789,0.6480749426361005,0.6413941918929045,0.8650910046720286,0.19120315651265476,0.6248808647660486
2045.04724919,0.9289862016542202,0.6698380065778103,0.884497096695072,0.7325787430118539,0.334584608031269,0.6488059504589702,0.708996429875954,0.33857348686047906,0.2711590397602741,0.4307460809806244,0.7106577473998255,0.8272195205878036,0.3478004446757503,0.48465703161871354,0.8360242416767402,0.6165847353706237,0.5583622669232529,0.6026002101430874,0.48864156474021875,0.6215983947783288,0.5284217341895465,0.6515931409708805,0.598479065104925,0.5076340384161655,0.6373127534861772,0.6625140328374174,0.7741788221244261,0.187206493852928,0.6617855602714815
2053.96130725,0.8957465424537748,0.6819563307186735,0.9044053641506097,0.6439393843626967,0.3435999091295441,0.6540904147310597,0.7729894283266588,0.3359128380327402,0.2525163766927839,0.4081494691039783,0.7884882881705079,0.7925784677902553,0.34497315356239433,0.5027823513390458,0.7816858136540531,0.6884446587522955,0.5555752670501337,0.6028475215647222,0.4765749472414504,0.5938457059353056,0.46971983881693075,0.66942318362642,0.5591579068951917,0.49148822858867214,0.6732190143505956,0.6828434514687606,0.7208168162459581,0.1732349158397149,0.6465032820531533
2062.87694233,0.8733787509619084,0.6811919064472299,0.891251111214296,0.7457629871750519,0.34787536737746116,0.6420613423032605,0.7398741522606489,0.35237958257649654,0.2682506196646103,0.42703976094850826,0.7379256900610464,0.7870152949123419,0.312436164465287,0.49539785495169614,0.858658736376135,0.6319358473368847,0.5394302523087962,0.5761460048894559,0.46174530717100665,0.6302850218639419,0.5189279684784032,0.6436839506560417,0.5331345696052683,0.4795690696349648,0.6284050991852659,0.7131897350925597,0.7891871105828258,0.17497266576260836,0.7174264304442912
2071.79414164,0.8827441908394795,0.6334971902474602,0.8568890865600097,0.7296416402654281,0.3639292471359841,0.6024089223546871,0.708337414492442,0.33676506484984775,0.2789337515977576,0.44903855956385347,0.7544740942596743,0.8052099512272015,0.3326038797904771,0.461873804004691,0.8267642737501791,0.6366601696674861,0.5454043686121584,0.6005990323253655,0.5142592470337508,0.5855962307885251,0.49985284418853626,0.7096543098782278,0.5721300116376343,0.4796437558019175,0.6351856741533264,0.7049787671784455,0.8289356909257115,0.16265337563365292,0.6420717892124005
2080.71289251,0.8385852768467165,0.6724848575936687,0.916360987009824,0.7084347787555415,0.35187590285007686,0.6748333903693405,0.7177359461060163,0.3212773211972207,0.2742753180690697,0.44000082948614533,0.7450905095806228,0.8470143638427178,0.33093546877617097,0.4672960087240345,0.7687726488310952,0.6349229056360204,0.5249444990326032,0.5971036673498401,0.5532733703838213,0.6325320160503316,0.5096050666616389,0.6805270355528104,0.5736763497941474,0.5050562804966713,0.6627193936736574,0.6866041752721669,0.8083292192900956,0.16420356628451963,0.6903799481198639
2089.63318245,0.8619485878751255,0.6567983701793424,0.8816311252516896,0.7301607505626417,0.37069202703703097,0.6438722686474289,0.698054886462438,0.3315989148919054,0.28467701492523645,0.42336881938169846,0.7554875722720348,0.8420965421737482,0.3285137690954823,0.49790885497357795,0.8214409181174088,0.6263676860329089,0.5661250297529447,0.5974671470380475,0.507285574515738,0.5512183561253874,0.522446309790592,0.614410095088464,0.5603239181022,0.4834069321191416,0.6354540665376738,0.7057653215800868,0.7835351181854069,0.1608287272170804,0.6865279444662827
