,10_Otago_00001 10_otago,10_Otago_00002 10_otago,10_Otago_00003 10_otago,10_Otago_00004 10_otago,11_Iceland_00001 11_iceland,11_Iceland_00002 11_iceland,11_Iceland_00003 11_iceland,11_Iceland_00004 11_iceland,15_Oxia_Sophia_00001 15_oxia_sophia,15_Oxia_Sophia_00002 15_oxia_sophia,15_Oxia_Sophia_00003 15_oxia_sophia,15_Oxia_Sophia_00004 15_oxia_sophia,2_Atacama_Red_00001 2_atacama_red,2_Atacama_Red_00002 2_atacama_red,2_Atacama_Red_00003 2_atacama_red,2_Atacama_Red_00004 2_atacama_red,3_Sabtha_00001 3_sabtha,3_Sabtha_00002 3_sabtha,3_Sabtha_00003 3_sabtha,3_Sabtha_00004 3_sabtha,4_Watchet_Bay_00001 4_watchet_bay,4_Watchet_Bay_00002 4_watchet_bay,4_Watchet_Bay_00003 4_watchet_bay,4_Watchet_Bay_00004 4_watchet_bay,4_Watchet_Bay_00005 4_watchet_bay,4_Watchet_Bay_00006 4_watchet_bay,5_Granby_00001 5_granby,5_Granby_00002 5_granby,5_Granby_00003 5_granby,5_Granby_00004 5_granby,6_Hydrothermal_Clay_00001 6_hydrothermal_clay,6_Hydrothermal_Clay_00002 6_hydrothermal_clay,6_Hydrothermal_Clay_00003 6_hydrothermal_clay,6_Hydrothermal_Clay_00004 6_hydrothermal_clay,7_Oxia_Teresa_00001 7_oxia_teresa,7_Oxia_Teresa_00002 7_oxia_teresa,7_Oxia_Teresa_00003 7_oxia_teresa,7_Oxia_Teresa_00004 7_oxia_teresa,8_Mudstone_00001 8_mudstone,8_Mudstone_00002 8_mudstone,8_Mudstone_00003 8_mudstone,8_Mudstone_00004 8_mudstone,9_Congo_00001 9_congo,9_Congo_00002 9_congo,9_Congo_00003 9_congo,9_Congo_00004 9_congo,00001 Standard,00002 Standard,00003 Standard,Standard_retest_00001 Standard_retest,Standard_retest_00002 Standard_retest,Standard_retest_00003 Standard_retest
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,40,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,50,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,50,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,50,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,50,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,50,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,40,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,40,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,40,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,40,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,15,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,15,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,50,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,50,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,100,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,100,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,40,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,100,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,100,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,100,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,50,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,50,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,100,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,50,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,50,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,7,32,30 integration times; 10,10 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,7,32,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,7,32,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,7,32,30 integration times; 100,100 scans averaged","Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,7,32,30 integration times; 100,100 scans averaged"
Composition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Locality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Database of Origin,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples
Reflectance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
800.0,0.26736899999999997,0.314903,0.22100799999999998,0.13433799999999999,0.16586700000000001,0.157308,0.10583999999999999,0.104878,0.300157,0.30923,0.300408,0.302975,0.26773800000000003,0.244273,0.28796700000000003,0.292491,0.38965200000000005,0.504062,0.527446,0.44785600000000003,0.353272,0.386845,0.394645,0.37855400000000006,0.332687,0.40512099999999995,0.146933,0.132078,0.097392,0.11437099999999999,0.338566,0.27689199999999997,0.23569400000000001,0.290047,0.35261899999999996,0.35338299999999995,0.338552,0.352253,0.09392899999999998,0.101045,0.090792,0.139551,0.103672,0.096349,0.111311,0.113508,1.000364,1.000024,0.43761000000000005,0.9972650000000001,0.995584,0.996861
801.0,0.267592,0.314977,0.221097,0.134458,0.16578700000000002,0.15729200000000002,0.10580099999999999,0.10487,0.300311,0.309323,0.300569,0.303027,0.267802,0.244314,0.288072,0.292634,0.389627,0.504093,0.527393,0.447934,0.35356099999999996,0.387156,0.39495399999999997,0.378712,0.33273400000000003,0.405338,0.147044,0.132066,0.097484,0.114375,0.338516,0.27684200000000003,0.235652,0.289974,0.352736,0.353468,0.33870100000000003,0.35243,0.09396900000000001,0.101131,0.090884,0.139638,0.103734,0.096387,0.111402,0.113575,1.0003279999999999,1.000115,0.43783299999999997,0.99725,0.9954999999999999,0.996853
802.0,0.267759,0.314967,0.221222,0.134611,0.165701,0.157251,0.105754,0.104825,0.300442,0.309351,0.300742,0.303074,0.267862,0.244369,0.288148,0.292727,0.389721,0.504118,0.527386,0.448104,0.353804,0.38738999999999996,0.395212,0.378883,0.332793,0.405545,0.147176,0.132017,0.09754,0.114433,0.338393,0.276759,0.23561800000000002,0.29001699999999997,0.35282800000000003,0.35353900000000005,0.33889400000000003,0.35265300000000005,0.093982,0.101198,0.090971,0.139748,0.103803,0.096389,0.11147399999999999,0.11364,1.000211,1.000104,0.43802,0.997242,0.995348,0.9967959999999999
803.0,0.267867,0.315039,0.221318,0.13473100000000002,0.16566199999999998,0.157217,0.105723,0.104769,0.30047799999999997,0.309414,0.30086999999999997,0.303184,0.267938,0.24437,0.28815999999999997,0.292788,0.38994500000000004,0.504167,0.527712,0.448189,0.354023,0.387417,0.395428,0.379087,0.332947,0.405752,0.147305,0.132025,0.09750600000000001,0.11453799999999999,0.338358,0.276696,0.23562999999999998,0.290082,0.35288400000000003,0.353596,0.33907,0.35281300000000004,0.094003,0.10129400000000001,0.091033,0.139915,0.10384299999999999,0.096402,0.111476,0.11366899999999999,1.000298,1.000102,0.438204,0.9971519999999999,0.9955240000000001,0.996542
804.0,0.267927,0.315058,0.221379,0.134773,0.165629,0.157113,0.105641,0.104725,0.30045,0.309572,0.301093,0.303195,0.26800999999999997,0.244434,0.288189,0.292847,0.389912,0.504186,0.527821,0.44815699999999997,0.35414900000000005,0.387586,0.395656,0.37926699999999997,0.333159,0.406018,0.147431,0.132104,0.09755599999999999,0.11461299999999999,0.33828,0.276607,0.235628,0.290142,0.35301299999999997,0.353603,0.339249,0.35288200000000003,0.09409100000000001,0.101357,0.09112500000000001,0.139931,0.10391299999999999,0.09648300000000001,0.111532,0.11370699999999999,0.9999439999999999,1.0000069999999999,0.438346,0.997051,0.9953369999999999,0.996537
805.0,0.26796,0.31509899999999996,0.221493,0.13480999999999999,0.165532,0.157025,0.10560499999999999,0.104649,0.30036999999999997,0.309604,0.301104,0.303154,0.267885,0.24444,0.28819500000000003,0.292911,0.389918,0.5042110000000001,0.527903,0.44820099999999996,0.354395,0.387711,0.395843,0.379252,0.33326700000000004,0.40624499999999997,0.147506,0.132153,0.097555,0.11466799999999999,0.338304,0.276522,0.23563099999999998,0.290064,0.35314500000000004,0.35368099999999997,0.339289,0.352984,0.094163,0.101399,0.091176,0.139899,0.103986,0.096529,0.11151300000000001,0.11369699999999999,0.999953,1.000061,0.438541,0.997012,0.995214,0.996372
806.0,0.26798,0.315231,0.221623,0.134851,0.16544799999999998,0.156923,0.105625,0.104587,0.300366,0.309606,0.301019,0.303222,0.267797,0.24446400000000001,0.288175,0.2929,0.38994599999999996,0.504173,0.527922,0.44823,0.35465800000000003,0.38785,0.396092,0.379288,0.33344700000000005,0.406469,0.147617,0.132226,0.09754099999999999,0.114755,0.33820500000000003,0.27639600000000003,0.235656,0.289982,0.353249,0.35382199999999997,0.33937199999999995,0.353026,0.094238,0.10142200000000001,0.09124499999999999,0.13988899999999999,0.10404999999999999,0.096592,0.111491,0.11373799999999999,0.99994,1.000115,0.43863199999999997,0.9970359999999999,0.995089,0.9963
807.0,0.26804500000000003,0.315401,0.22172599999999998,0.13489800000000002,0.165394,0.156839,0.105669,0.10454000000000001,0.300445,0.30962700000000004,0.30098400000000003,0.30334700000000003,0.267804,0.24453399999999997,0.288219,0.29289000000000004,0.39001199999999997,0.504145,0.527951,0.448275,0.354926,0.388046,0.39637500000000003,0.37945700000000004,0.33372599999999997,0.406682,0.147785,0.13231500000000002,0.097551,0.114859,0.33799999999999997,0.27627,0.235675,0.289955,0.35334400000000005,0.354042,0.339553,0.35302900000000004,0.094329,0.101439,0.091357,0.13993,0.104115,0.096678,0.111531,0.113817,1.000002,1.000085,0.4386,0.997139,0.99504,0.9964109999999999
808.0,0.268191,0.315467,0.221771,0.13494799999999998,0.16532699999999997,0.156818,0.105669,0.104474,0.300526,0.309672,0.301068,0.303346,0.26780000000000004,0.244598,0.288401,0.293005,0.390119,0.504236,0.528104,0.448431,0.355243,0.38831200000000005,0.396561,0.37967,0.33396099999999995,0.40685000000000004,0.14795,0.132363,0.097593,0.114911,0.337906,0.276225,0.235627,0.289923,0.353458,0.354318,0.339722,0.35309199999999996,0.09442500000000001,0.101473,0.091478,0.140008,0.104195,0.096753,0.11162699999999999,0.113826,1.000414,0.999991,0.43859099999999995,0.9972660000000001,0.99517,0.996531
809.0,0.268177,0.315407,0.2218,0.134968,0.165252,0.156693,0.10561,0.104378,0.300684,0.309827,0.301049,0.303383,0.267815,0.244519,0.288445,0.292973,0.390056,0.5041530000000001,0.5282009999999999,0.448496,0.35546500000000003,0.388675,0.396654,0.379915,0.334036,0.407022,0.148084,0.13239900000000002,0.097612,0.114916,0.33786299999999997,0.276159,0.235504,0.289746,0.353446,0.354441,0.33974,0.35314700000000004,0.09450599999999999,0.101507,0.091541,0.140093,0.104248,0.096837,0.11160199999999999,0.113764,1.000143,0.9998980000000001,0.438726,0.9970640000000001,0.995038,0.996328
810.0,0.268328,0.315344,0.221748,0.135024,0.16511900000000002,0.15657,0.10552,0.104307,0.300798,0.309952,0.301041,0.303381,0.267793,0.24452200000000002,0.288417,0.29309799999999997,0.389878,0.50406,0.5283100000000001,0.448496,0.35560600000000003,0.388868,0.39691000000000004,0.380113,0.33415599999999995,0.40719299999999997,0.148139,0.13239599999999999,0.097661,0.11491799999999999,0.33771900000000005,0.276041,0.235353,0.289543,0.353588,0.354531,0.339743,0.35320300000000004,0.094536,0.101537,0.091594,0.140116,0.104284,0.096904,0.111634,0.11377000000000001,1.0000799999999999,0.999965,0.43898699999999996,0.9968940000000001,0.994877,0.9960760000000001
811.0,0.268391,0.315365,0.22169,0.135034,0.16500299999999998,0.15642799999999998,0.105449,0.10423400000000001,0.300848,0.310004,0.30111699999999997,0.303462,0.267792,0.244557,0.28836,0.293227,0.38985,0.504084,0.528444,0.448494,0.35570999999999997,0.389026,0.397161,0.38027099999999997,0.334306,0.407416,0.148188,0.132379,0.09768700000000001,0.114977,0.33750199999999997,0.275976,0.235282,0.289501,0.353725,0.354598,0.33976999999999996,0.353333,0.094605,0.101582,0.091634,0.140136,0.104307,0.096951,0.11165699999999999,0.113763,1.000202,1.000008,0.439157,0.996991,0.994835,0.996054
812.0,0.268434,0.31545,0.221719,0.135024,0.16491299999999998,0.15632300000000002,0.105405,0.104154,0.300892,0.309986,0.30125399999999997,0.30354,0.267797,0.244615,0.288302,0.293298,0.389951,0.504186,0.52863,0.448587,0.355886,0.38913400000000004,0.39734499999999995,0.380427,0.334456,0.40771700000000005,0.148263,0.132341,0.09769800000000001,0.115047,0.33732399999999996,0.275937,0.23525200000000002,0.289482,0.35379,0.354617,0.339908,0.353555,0.094711,0.101651,0.091662,0.14019199999999998,0.10435499999999999,0.09698000000000001,0.111683,0.113742,1.000338,1.0,0.43926499999999996,0.9971949999999999,0.994883,0.996247
813.0,0.268615,0.31554,0.22185300000000002,0.135045,0.16481500000000002,0.15629200000000001,0.105374,0.10408300000000001,0.30097999999999997,0.30994499999999997,0.301366,0.303503,0.267765,0.244698,0.28826,0.293338,0.39002000000000003,0.504235,0.528824,0.448793,0.35619500000000004,0.389131,0.397492,0.38059800000000005,0.33455100000000004,0.40805,0.148363,0.13228099999999998,0.09772299999999999,0.11506,0.33725299999999997,0.275856,0.235175,0.289273,0.35381599999999996,0.35458199999999995,0.340201,0.35382199999999997,0.094802,0.101745,0.091697,0.14028600000000002,0.104452,0.096992,0.111745,0.113748,1.0003199999999999,1.0,0.43945999999999996,0.9972280000000001,0.994889,0.996457
814.0,0.26867599999999997,0.315615,0.22179300000000002,0.134995,0.16469,0.15612,0.10534700000000001,0.10406499999999999,0.300975,0.310041,0.301294,0.303611,0.26770700000000003,0.244724,0.288228,0.293467,0.389979,0.5040979999999999,0.528671,0.44876,0.356378,0.38922199999999996,0.39773899999999995,0.380666,0.33445300000000006,0.408161,0.148469,0.132294,0.097729,0.115105,0.33702800000000005,0.27579899999999996,0.23508600000000002,0.289072,0.35401200000000005,0.35465,0.340358,0.35393500000000006,0.094847,0.10183099999999999,0.091801,0.140339,0.1045,0.096982,0.111751,0.11380000000000001,1.000222,1.0,0.43978,0.9971850000000001,0.9947010000000001,0.996385
815.0,0.268871,0.315641,0.221899,0.135054,0.16456900000000002,0.15598900000000002,0.105307,0.104076,0.30099699999999996,0.310218,0.30131,0.303676,0.267624,0.244782,0.288235,0.29351700000000003,0.390174,0.504004,0.528699,0.448795,0.35651000000000005,0.38940600000000003,0.397937,0.38068399999999997,0.334459,0.408507,0.148569,0.132292,0.097812,0.11512800000000001,0.336988,0.275727,0.234982,0.288935,0.354093,0.354724,0.340421,0.354067,0.094886,0.10188499999999999,0.09193,0.14046,0.104581,0.09701399999999999,0.11180899999999999,0.113883,1.000318,0.999992,0.439899,0.99714,0.994888,0.996622
816.0,0.268857,0.315672,0.22190100000000001,0.13511599999999999,0.164494,0.155931,0.105265,0.104022,0.301024,0.31028,0.301398,0.303796,0.267683,0.244773,0.288203,0.293537,0.39026000000000005,0.504032,0.528774,0.448712,0.35672400000000004,0.389559,0.398087,0.380727,0.33451000000000003,0.408773,0.148612,0.132309,0.097872,0.11520899999999999,0.336835,0.275664,0.23491800000000002,0.28881,0.35411099999999995,0.35479999999999995,0.340408,0.35418,0.09494,0.101927,0.092012,0.140577,0.10462199999999999,0.097096,0.111845,0.113912,1.000268,1.000073,0.440013,0.9971049999999999,0.994966,0.99658
817.0,0.268771,0.31571,0.221844,0.13514900000000002,0.16436399999999998,0.15587199999999998,0.105203,0.103935,0.30106,0.310273,0.301462,0.303904,0.267804,0.24472000000000002,0.288178,0.29351,0.390247,0.504138,0.5288539999999999,0.44866100000000003,0.35688200000000003,0.389706,0.398258,0.38083100000000003,0.334642,0.408964,0.148671,0.132309,0.097888,0.115269,0.336627,0.275515,0.23487100000000002,0.288677,0.35409100000000004,0.354865,0.34041699999999997,0.35424,0.09499200000000001,0.101995,0.092068,0.140682,0.104673,0.097142,0.11189600000000001,0.113932,1.0003149999999998,1.000091,0.44012999999999997,0.997008,0.994953,0.996481
818.0,0.26876,0.315732,0.221842,0.135151,0.164171,0.155765,0.105129,0.103881,0.30110499999999996,0.310303,0.301496,0.303967,0.26793700000000004,0.244644,0.288209,0.29347,0.390223,0.504279,0.528917,0.44874699999999995,0.356959,0.38987900000000003,0.398489,0.380976,0.334858,0.409119,0.148806,0.13228099999999998,0.097874,0.115287,0.33647799999999994,0.275258,0.23482399999999998,0.28852,0.35407200000000005,0.354919,0.34049,0.35422800000000004,0.095046,0.102093,0.092122,0.140766,0.10477600000000001,0.097119,0.11197800000000001,0.11399699999999999,1.000412,0.999992,0.440248,0.996877,0.994997,0.996533
819.0,0.268785,0.315709,0.221967,0.135153,0.164115,0.155641,0.105107,0.10392099999999999,0.301142,0.310467,0.301657,0.304064,0.26814,0.244527,0.28827200000000003,0.293557,0.390264,0.504424,0.5289459999999999,0.448834,0.35721899999999995,0.390049,0.398729,0.381068,0.335046,0.40921399999999997,0.148972,0.13228199999999998,0.09788000000000001,0.115403,0.33642099999999997,0.275058,0.23479399999999997,0.288336,0.354125,0.354985,0.340546,0.35416800000000004,0.095147,0.10215999999999999,0.092173,0.140808,0.104901,0.09713200000000001,0.112017,0.114097,0.99988,1.0,0.440414,0.996931,0.995212,0.996562
820.0,0.26883,0.31581,0.22201,0.13523,0.163887,0.155478,0.10509600000000001,0.103872,0.301147,0.310572,0.301721,0.304033,0.268149,0.24449400000000002,0.288279,0.29357700000000003,0.39037,0.504263,0.528964,0.44882599999999995,0.357328,0.390189,0.398936,0.381156,0.335088,0.40942700000000004,0.148941,0.132265,0.097882,0.11544499999999999,0.336119,0.27492,0.234629,0.288254,0.35418,0.355063,0.340718,0.354215,0.09525499999999999,0.102157,0.092201,0.140915,0.104988,0.097139,0.11204700000000001,0.114113,0.99985,1.000111,0.44052199999999997,0.997087,0.9952160000000001,0.996483
